product_name,price,original_price,discount,category
Fashion Ladies Hoodies Casual Trendy Sweatshirts,KSh 323,KSh 632,49%,fashion
Fashion Women's Summer Stripe Canvas Flat Walking Shoes Ladies Sneaker Lightweight  Outdoor Loafers Shoes,KSh 460 - KSh 499,KSh 800,43%,fashion
Ange d'août Men's Lightweight Jackets Zipper Bomber Jacket Coat-Green,"KSh 1,490 - KSh 1,590","KSh 2,300",35%,fashion
Fashion Highwaist Soft Cotton Stretch Ladies Tight,KSh 395,KSh 600,34%,fashion
Fashion Man Pants Men Hip Hop Techwear Boys Men Jogger Pant Sweatpants Joggers Trousers,KSh 559,"KSh 1,097",49%,fashion
Fashion Official  Turkey Trouser Pant -dark Grey,"KSh 1,399 - KSh 1,499","KSh 2,000",30%,fashion
Fashion 5 Pack Mens Soft Khakis Pants Men Trausers- Assorted Colors+FREE LEATHER BELT,"KSh 4,999 - KSh 6,500","KSh 6,500",23%,fashion
Fashion 2 In 1 Men's Short Sleeve Shorts Set - Red,KSh 850,"KSh 1,500",43%,fashion
"Fashion Heavy Duty Plain T Shirt-White, Black And Grey","KSh 1,699","KSh 2,199",23%,fashion
Fashion Men Sneakers Casual Shoes Male High Top Sneakers Winter Warm Designer   In,"KSh 5,090","KSh 8,775",42%,fashion
Men's Hoodie Suit Men's Suit Hip-hop Trendy Printed Pullover Sweatshirt Men's Casual Clothing Loose Hoodie,"KSh 1,288","KSh 2,150",40%,fashion
Fashion Girls Comfortable Back To School Pure Leather Shoes  - Black,"KSh 970 - KSh 1,250","KSh 1,600 - KSh 2,000",47%,fashion
Fashion Women's Casual Shoes Sneakers Sports Shoes,KSh 800,"KSh 1,028",22%,fashion
Fashion Anti Radiation And Anti Blue Light Retro Art Computer Flat Glasses,KSh 530,KSh 900,41%,fashion
Fashion 6PCs EXTRA Cotton Long Lasting Checked Men Boxers,"KSh 1,187 - KSh 1,297","KSh 1,399 - KSh 2,000",37%,fashion
Fashion Ladies Jumpsuit Round Neck Tie Slim Printed Jumpsuit,"KSh 1,799","KSh 2,999",40%,fashion
Geneva Three Eyes Steel Band Watch Large Plate Men's Sports Watch,KSh 439,KSh 788,44%,fashion
Fashion Outdoor Sports Men's Baseball Cap Duck Cap Breathable Mesh,KSh 519,KSh 699,26%,fashion
Women's Casual Non-slip Leather Shoes Soft Soles,KSh 845,"KSh 1,084",22%,fashion
Fashion Women Shoes Wedge Slippers Ladies Shoe Fashion Plastic Non-slip Black Open Shoes,KSh 799,"KSh 1,598",50%,fashion
Fashion Women Faux Pearl Ear Studs Earrings Wedding Party-,KSh 82,KSh 151,46%,fashion
Fashion Elegant Ladies Necklace Set-Rose Gold,KSh 275,KSh 500,45%,fashion
Men's Casual Trousers Street High Waist Workwear Jogging Harem Pants Hip Hop,KSh 808,"KSh 1,390",42%,fashion
Adidas Runfalcon 3.0 Men Running Shoes,"KSh 4,576","KSh 9,152",50%,fashion
Fashion 5Pack Of Official Mens Longsleeve Shirt Slim Fit,"KSh 3,999 - KSh 5,500","KSh 5,500",27%,fashion
Sleeveless Baby Girl Big Bow Dress Printed Cotton 2-piece Set With Visor—spliced Circle Set,KSh 788,"KSh 1,430",45%,fashion
Fashion Men's Cargo Pants-Black,"KSh 1,299 - KSh 1,399","KSh 1,499 - KSh 1,799",22%,fashion
Fashion 6PACK Pure Cotton Brief Boxers Men's Underwear,"KSh 1,199 - KSh 1,299","KSh 1,900",37%,fashion
Fashion Men's Classic Fit Cargo Pan Trouser,"KSh 1,700","KSh 1,900",11%,fashion
Fashion Men's Shoes Mens Sneakers Canvas Trendy Casual Sports Breathable Loafers,"KSh 1,399","KSh 2,500",44%,fashion
Adidas Galaxy 6 W Women Shoes,"KSh 4,576","KSh 9,152",50%,fashion
Fashion 3 Pairs 316L Surgical Stainless Steel Huggie Hoop Earrings Sleeper Earrings,KSh 170 - KSh 247,KSh 260,35%,fashion
Rugged Mommy Jeans Ladies Denim Jeans,"KSh 1,499","KSh 1,500",1%,fashion
Fashion Ladies Cute Anti Stain Lace Rubber Shoes -white,KSh 599,KSh 700,14%,fashion
"Men's Hip Hop Pants, Fashionable And Comfortable Jogging Pants",KSh 870,"KSh 1,260",31%,fashion
Fashion Aesthetic Shades Sunglasses UV400 For Women/Men Eyeglasses - White,KSh 206,KSh 320,36%,fashion
Fashion 4 Layer Rotate Jewellery Box,"KSh 1,289","KSh 2,500",48%,fashion
Fashion Waist Trainer Tummy Trimmer Slimming Belt Shapewear Post Partum Tummy Trimmer Flat Tummy Belt,KSh 750,"KSh 1,499",50%,fashion
Geneva Best Selling Crystal Dial 100% Silicone Strap LED Luminous Watches Sport Watch,KSh 511,"KSh 1,000",49%,fashion
3D Fashion 4 pcs pure cotton ladies panties,KSh 695 - KSh 875,KSh 699 - KSh 879,1%,fashion
"Fashion 2pcs Men's T-shirt+shorts, Men's Letter Printing Fashion Trend Sportswear Suit","KSh 1,206","KSh 1,818",34%,fashion
Fashion Men's Official  Pure Leather Shoes - Black,"KSh 1,350","KSh 1,499",10%,fashion
Fashion Women's Small Bag Lady Square Bag Women's Tote Bag Crossbody Bag,KSh 499,KSh 800,38%,fashion
Fashion  5-Piece Vintage Artistic Alloy Bracelet Set – Elegant Mixed Designs for Everyday Chic,KSh 356,KSh 408,13%,fashion
"Fashion Kenyan Flag On The Arm,Heavyweight T-shirt",KSh 999,"KSh 1,500",33%,fashion
Fashion 3 Pieces Of Adjustable Men  Cap - Multicolour+,KSh 650,KSh 900,28%,fashion
Fashion 3PCS Classy Men's Plain Color Slim Tie Men Business (Formal) Casual Skinny Executive Narrow Ties,KSh 599,KSh 699,14%,fashion
Fashion Mens Cotton JacketAutumn&Winter Puff Half Windbreak Blazers,"KSh 1,380","KSh 2,500",45%,fashion
Women's Flats  Shoes Girl Ballet Shoes,KSh 790,"KSh 1,400",44%,fashion
Fashion Hard Khaki Trouser Pants - Grey,KSh 960,"KSh 1,299",26%,fashion
Fashion Hair Steamer Cap Thermal Steamer Deep Conditioning Hair Heat Cap,KSh 849,"KSh 1,250",32%,fashion
"Fashion Men's Wallet, Business Pocket Wallet, Multi Card Slot Zipper Coin Purse - Black","KSh 1,005","KSh 1,680",40%,fashion
Fashion  6Pcs Classic Cotton Ladies Pants,KSh 999,"KSh 1,699",41%,fashion
Fashion 3-In-1 Men's Polo T-Shirts- Grey/Black/Nblue,"KSh 2,449 - KSh 2,499","KSh 2,799 - KSh 2,949",16%,fashion
Fashion Mens Formal Shoes Breathable Slip On Leather Shoes Black,"KSh 1,390 - KSh 1,450","KSh 2,222 - KSh 2,629",45%,fashion
Fashion Unisex Natural Stone Tiger Eye Beaded Bracelet,KSh 230,KSh 460,50%,fashion
Fashion Baseball Cap Printed Letter Duckbill Cap Spring Casual Sun Hat,KSh 223,KSh 446,50%,fashion
Fashion Red Aluminum Simple Press Unisex ID Card Holder Wallet,KSh 945,"KSh 1,300",27%,fashion
Women's Backpack Girls' Schoolbag Travel Bags,KSh 890,"KSh 1,500",41%,fashion
Fashion 3 Pcs UNISEX Plain Adjustable Baseball Unisex Cap.,KSh 670,KSh 900,26%,fashion
Fashion Men's Oxfords Formal Flat Business Leather Shoes Black,"KSh 1,250","KSh 2,506 - KSh 2,660",53%,fashion
Fashion 4 Pack-Turkey Men's Formal Office Trousers Pants,"KSh 4,699","KSh 7,500",37%,fashion
Fashion Wrist Smart Watch Bands Bracelet Strap,KSh 534,KSh 906,41%,fashion
Fashion Faux Gemstone Rock Natural Quartz Healing Point Chakra-Clear,KSh 107,KSh 214,50%,fashion
Fashion Men Sneakers Non Slip Lightweight Breathable Comfortable Running Shoes,KSh 459 - KSh 479,KSh 890,48%,fashion
Fashion Women Fashion Charming Love Heart Pendant Choker-Golden,KSh 67,KSh 124,46%,fashion
Men's Official Trousers- 3Pack+FREE LEATHER BELT,"KSh 2,899 - KSh 3,399","KSh 3,500",17%,fashion
Fashion Full Body Shaper Tummy Control Waist Bodysuit,KSh 590 - KSh 955,"KSh 983 - KSh 1,575",40%,fashion
Fashion Stylish Pocketed Hardhead Jeans - Blue,"KSh 1,499","KSh 3,000",50%,fashion
Binbond Men's Watch Fashion Waterproof Sport Quartz Business Watch,"KSh 1,280","KSh 1,599",20%,fashion
Fashion Women's Thick Soled Sports Shoes,"KSh 1,299 - KSh 1,399","KSh 1,899",32%,fashion
Fashion Boys Girls Kids Digital Alarm Calendar-Grey,KSh 702,"KSh 1,294",46%,fashion
Fashion Elegant Tiny Cute Small Love Heart Short Necklace Pendant-,KSh 80,KSh 120,33%,fashion
Fashion  Domineering Men's Women's Diamond Rings Full Diamond Micro Inlay Rings Luxury Jewelry Accessories  what are the key words,KSh 165,KSh 408,60%,fashion
Fashion Men's Fashion Polarized Sunglasses For Day And Night,KSh 599,"KSh 1,100",46%,fashion
Fashion Women Shoes Sneakers Sport Shoes Casual Shoes Running Sneakers,KSh 999,"KSh 1,799",44%,fashion
Fashion Men's Jacket High Quality PU Leather Fashion Slim Fit Coat Business Work Jacket,"KSh 1,899","KSh 3,798",50%,fashion
Fashion Women PU Leather Handbags Big Capacity Tote Bags Shoulder Bag Shopper Bags,KSh 674,KSh 899,25%,fashion
Fashion Women Casual Shoes Thick Heell Flat Shoes For Female Low Heel Loafers Shoes,KSh 500,KSh 800,38%,fashion
Fashion Men Casual Sneakers Breathable Sport Running Shoes,KSh 990,"KSh 1,764",44%,fashion
Fashion Breathtaking 3PACK Very Comfortable Bridal Bras Best Quality Push Up Strappy N Strapless Bras,"KSh 1,499 - KSh 1,899","KSh 1,899 - KSh 2,800",46%,fashion
Fashion Unisex Grey Hoodie/Jumper,KSh 899,"KSh 1,500",40%,fashion
Fashion 4PCs Breathtaking Transparent Mesh Lace Floral Lace Panties(Size From Hips 36-50inches),KSh 899 - KSh 999,"KSh 1,200",25%,fashion
Fashion Hard Khaki Trouser Pants  - Green,KSh 960,"KSh 1,299",26%,fashion
Binnys HOTTEST Twin XStrappy Lace Push Up Padded Bras CupB,KSh 695,KSh 900,23%,fashion
Fashion 3PCs Cutest Comfy Pure Cotton Boys Boxers,KSh 599 - KSh 749,KSh 599 - KSh 800,21%,fashion
Fashion Women Wallet Mini Cross-body Bag Ladies Tiny Korean Phone Bag Small Chain Bag,KSh 359,KSh 699,49%,fashion
Fashion Unisex Black  Heavy Warm Jacket Casual Coat,"KSh 1,599","KSh 1,999",20%,fashion
Fashion Rugged Blue Jeans For Men,"KSh 1,600","KSh 2,000",20%,fashion
Fashion Popular Personality Multi Layered Moon Map Pendant Necklace Neckchain,KSh 210,KSh 420,50%,fashion
Fashion Double ring heart shape simple necklace female clavicle chain,KSh 82,KSh 137,40%,fashion
Fashion American Break Rules Jeans,"KSh 1,899","KSh 2,300",17%,fashion
Fashion GORE TREK Shoes  Black,KSh 601,"KSh 1,142",47%,fashion
Digital Display Sports Silicone Strap LED Wrist Watch,KSh 630,KSh 950,34%,fashion
Fashion Women Gothic Heart Rhinestone Pendant Velvet Choker Short Necklace Jewelry Gift-Black,KSh 94,KSh 188,50%,fashion
Fashion Fashionable Casual Patchwork Polo Shirt T-shirt,KSh 790,"KSh 1,250",37%,fashion
Fashion Casual Shoulder Sports Sling Bag Chest Bag Crossbody Bag-black,KSh 690,"KSh 1,000",31%,fashion
Fashion Shiny Rhinestone Inlaid Women Bracelet Adjustable-Silver,KSh 122,KSh 201,39%,fashion
Fashion Ladies Casual Cossy  Boots-Black,"KSh 1,800","KSh 2,500",28%,fashion
"Fashion Men's 2 Piece Set - T-shirt + Trousers, Stylish Athleisure Suit",KSh 900,"KSh 1,750",49%,fashion
Fashion Basketball Shoes Comfortable Sports Shoes,"KSh 1,999","KSh 2,999",33%,fashion
"Dafii Maternity Pants/ Pads-Disposable Pads, Disposable Panties With Pad","KSh 840 - KSh 1,000","KSh 1,200 - KSh 1,500",33%,fashion
Fashion Couple Heart Necklace,KSh 239,KSh 399,40%,fashion
Defacto Man Core Regular Fit Knitted Cardigan - Black,"KSh 1,588","KSh 3,971",60%,fashion
Fashion Pure Leather Double Sided Belt.2 In 1,"KSh 1,500","KSh 2,500",40%,fashion
Fashion Men's High Top Martin Boots Casual Tactical Combat Outdoor Hiking Shoes Black,"KSh 1,650","KSh 2,100",21%,fashion
Fashion Necklace Adjustable Chain Stylish Alloy 5 Pendants-Golden,KSh 98,KSh 180,46%,fashion
Fashion Black  Men's Jeans,"KSh 1,700","KSh 1,700 - KSh 2,000",15%,fashion
Fashion Crown Projection Ring Adjustable Men And Women Rings - Silver,KSh 184,KSh 368,50%,fashion
Fashion Men Casual Shoes Walking Shoes Outdoor Shoes Loafer Shoes,KSh 560 - KSh 599,"KSh 1,000",44%,fashion
Fashion Women Solid Color Off Shoulder Club Party Jumpsuit 2pcs Spring And Fall,"KSh 1,034","KSh 2,114",51%,fashion
Fashion 4 PCS Pure Cotton Panties/Ladies Underwear,"KSh 976 - KSh 1,121","KSh 989 - KSh 1,384",19%,fashion
"Fashion Men's Fashion Casual Breathable Sandals/Slippers/Crocs,Beach Shoes,Outdoor Shoes","KSh 1,580","KSh 2,590",39%,fashion
Fashion Mens Long Sleeve Casual Pattern Vintage Floral Polo Business Official T-Shirts,KSh 650,"KSh 1,200",46%,fashion
Fashion Men's 2024 New Fashion High Top Board Shoes - Black And White,"KSh 1,190","KSh 1,724 - KSh 2,125",44%,fashion
Fashion Multicolored Jacket,"KSh 2,600 - KSh 2,900","KSh 3,500 - KSh 4,000",28%,fashion
Fashion 3pc Set Backpack for Men/women Large-capacity Business Laptop Backbag,"KSh 1,300","KSh 2,500",48%,fashion
Fashion Men's Sneakers Shoes Outdoor Hiking Shoes Non-slip Sports Shoes Breathable - Black,"KSh 1,080","KSh 2,160",50%,fashion
Fashion Beautiful Floral Shades Sparkly Maxi Dera Dress(Size14/16/18,KSh 699,"KSh 1,100",36%,fashion
Yixin 【2 Pieces 】Short-sleeved T-shirt Set/top + Pants1201-1,KSh 999,"KSh 1,599",38%,fashion
Todds black leather loafers men,"KSh 2,400","KSh 4,000",40%,fashion
Fashion Latest  Diamonds Shoulder Bags Luxury  Shiny Rhinestones Chain Crossbody Totes Female Purses Handbags,KSh 500,KSh 800,38%,fashion
Balaclava Face Mask Neck Gaiter Scarf Sun Protection,KSh 252,KSh 560,55%,fashion
4pc Men  Underwear Clothes Boy Comfortable Gift Bargains Boy Short Men,KSh 560,"KSh 1,000",44%,fashion
Fashion Mens Hip Hop Iced Miami Cuban Chain Necklace,KSh 981,"KSh 1,243",21%,fashion
Fashion Men's Casual Pants  High Quality Pant,KSh 910,"KSh 1,516",40%,fashion
Shoes For Women Sneakers Ladies Shoes Sneakers With White Laces,KSh 599 - KSh 698,KSh 766,22%,fashion
Fashion Men's 2 In 1 Short Sleeve T-Shirt & Shorts Set- White,KSh 888,"KSh 1,471",40%,fashion
Capri Sexy Cozy Wireless Non Padded Cotton Bras,KSh 399,KSh 500,20%,fashion
Adidas Duramo SL Men Running Shoes,"KSh 4,104","KSh 10,260",60%,fashion
Fashion Women Shoes Sneakers Sport Shoes Casual Shoes Running Sneakers,KSh 999,"KSh 1,799",44%,fashion
Fashion Original Rugged Jeans For Men - Total Black,"KSh 1,698","KSh 1,700",1%,fashion
Fashion 3 In 1 Men's T-Shirt Short Hello Africa Sleeve Shorts Set With Chain Black,KSh 690 - KSh 699,"KSh 1,000",31%,fashion
Fashion 3PCs Only One Sexy Pure Cotton Thong Panties,KSh 689,KSh 699,1%,fashion
Fashion Men's Hip Hop Titanium Steel Cuban Chain Necklace,KSh 359,KSh 490,27%,fashion
Fashion Couples Watch Office and home dial men's and women's watches,KSh 808,"KSh 1,384",42%,fashion
Fashion Carbon Fiber Credit Card Holder With Money Clip,"KSh 1,220","KSh 2,237",45%,fashion
Fashion Smart Watch Camera SIM Card Wrist Watch,"KSh 1,647","KSh 3,004",45%,fashion
Fashion Mens Official Elegant Leather Boot -brown,"KSh 1,399","KSh 1,800",22%,fashion
Fashion Leather Band Watch Quartz Business Watch,KSh 670,"KSh 1,264",47%,fashion
Fashion Sneakers Mesh Sports Shoes For Men-black,"KSh 1,199","KSh 1,590",25%,fashion
Fashion Unisex Infinity Love JESUS Cross Charm Multi Layer Braid Rope Bracelet Jewelry-Black,KSh 183,KSh 333,45%,fashion
Women Elegant Fashion High Appearance Level Zircon Quartz Watch,"KSh 1,560","KSh 2,200",29%,fashion
"Fashion 6 Hard Khakis; Beige,maroon,Choc,Nblue,Green&black","KSh 5,849 - KSh 6,299","KSh 5,999 - KSh 6,799",9%,fashion
Fashion High Waist Jeans Body Shape Sky Blue,"KSh 958 - KSh 1,085","KSh 960 - KSh 1,322",18%,fashion
Fashion 2024 Mens Casual Board Shoes Running Sneakers,KSh 694,"KSh 1,360",49%,fashion
Fashion Business Luxury SOPHISTICATED MENS WRISTWATCH,KSh 592,"KSh 1,016",42%,fashion
Fashion 5Pcs Official Shirt Long Sleeve Cotton Slim Fit,"KSh 5,900","KSh 7,500",21%,fashion
A4 Fashion 2PCS Stylish Stretchy Printed Freesize Palazzo Pants (size 10-22),KSh 799,"KSh 1,200",33%,fashion
Fashion Bonnet Satin Sleeping Cap - Black,KSh 275,KSh 400,31%,fashion
3 pcs high quality white men vests,KSh 599,KSh 610,2%,fashion
Fashion Men Necklace Casual Arrow Charm Men Necklace Black,KSh 194,KSh 292,34%,fashion
Catpapa 0-18 Months Baby Girl Summer Costumes Ribbed Bodysuit Floral Pants Set,"KSh 1,592","KSh 2,653",40%,fashion
Fashion Mens Vintage Graffiti Shirts Printed Button Down Casual T-Shirts Beach Polo,KSh 750,"KSh 1,258",40%,fashion
Fashion Leisure And Comfortable Leaf Printed Children's Set-grey,KSh 623 - KSh 890,"KSh 1,222 - KSh 1,500",49%,fashion
4Pcs Soft Cotton Assorted Men's Boxers – Waist 30-36inc,KSh 499,KSh 800,38%,fashion
Fashion Men's and women's universal LED watch + crown bracelet,KSh 617,"KSh 1,110",44%,fashion
Fashion Mens Cotton Shirt,"KSh 2,700 - KSh 2,790","KSh 4,000",33%,fashion
Fashion Fancy And Stylish Monkey Backpack 3 In 1  Pink,"KSh 1,999","KSh 2,999",33%,fashion
Fashion Quality Classy Ladies Sneakers -Pink,"KSh 2,200 - KSh 2,300","KSh 3,000",27%,fashion
Fashion Mens 2 In 1 Men's Short Sleeve Shorts Set Shirts  -  Yellow,KSh 765 - KSh 850,"KSh 1,200",36%,fashion
Fashion Front Zip Long Sleeve Bodysuit Sexy Ribbed Tops For Ladies - Black,KSh 815,"KSh 1,630",50%,fashion
Fashion 3PCs Most Beautiful Bow Lace Thong Panties(Hips 34-40inches),KSh 649,KSh 900,28%,fashion
Fashion Men's Sneakers Breathable Sports Shoes Fashion Sneakers-Black,KSh 460 - KSh 490,KSh 899,49%,fashion
Fashion Faux Gemstone Rock Natural Quartz Healing Point Chakra-Black,KSh 107,KSh 198,46%,fashion
Fashion Straight Trouser Men Trend Thin Large Size Casual Sports Pants,KSh 680,"KSh 1,200",43%,fashion
Fashion Men's Casual Leather Flats Breathable Loafers & Slip-ons Moccasins Shoes Brown,"KSh 1,080","KSh 2,140",50%,fashion
City Sneakers Generic Anti Crease Shoe Protector Guard,KSh 380 - KSh 409,KSh 779,51%,fashion
Fashion Mens Slim Fit Jeans GREY Stretch Casual Rugged Jeans,"KSh 1,299 - KSh 1,500","KSh 1,500",13%,fashion
"Fashion Men's Trifold Wallet, Leather Wallet，Vintage Card Holder With Zipper - Black",KSh 660,KSh 804,18%,fashion
Fashion Official Laced Leather Shoes - Brown,"KSh 1,899","KSh 3,750",49%,fashion
Fashion Women Long Wallet Ladies Coin Purse Tri-fold Wallet Card Case Black Wallet,KSh 305,KSh 639,52%,fashion
Fashion 5 Carat Rhinestone Engagement Ring/Wedding Band,KSh 550,KSh 990,44%,fashion
Fashion 32 Pairs/set Silver Earring Set Contains Ear Stud & Hoops,KSh 300 - KSh 600,"KSh 500 - KSh 1,000",50%,fashion
"Fashion Men's Outdoor Casual Non-slip Platform Sandals, Slippers, Couple Beach Shoes","KSh 1,390 - KSh 1,410","KSh 1,990",30%,fashion
Fashion Student Waterproof Silicone Watch S Shockproof Digital Kids,KSh 541,KSh 920,41%,fashion
Defacto Man Slim Fit Knitted Short - Black,KSh 891,"KSh 2,226",60%,fashion
Fashion Gorgeous Sparkle Cotton Blue FloraI Maxi Dera Dress(Size12/14/16),KSh 699,"KSh 1,100",36%,fashion
Neoprene Waist Trainer Corset Belt Body Shaper Sports Control Tummy Waistband,KSh 587,"KSh 1,290",54%,fashion
24 7 FASHION very fashionable pretty laced Ladies' Smile Rubber - White,KSh 649,KSh 999,35%,fashion
Fashion Large Dial Retro Trendy Male Calendar Watch Sports Quartz Leather Belt Watch,KSh 790,"KSh 1,000",21%,fashion
Fashion 6PCs Happy Men's Socks - Multicolour,KSh 855,KSh 999,14%,fashion
Fashion Ladies Sneakers Women Sports Casual Shoes Running Sneakers Walking Outdoor,KSh 800,"KSh 1,500",47%,fashion
Fashion Men's Casual Printed Polo Vintage Long Sleeve T-Shirt - Black,KSh 880,"KSh 1,760",50%,fashion
Fashion 6PCs Men's Official Socks - Assorted,KSh 840,"KSh 1,000",16%,fashion
Fashion 3 In 1 Men T-shirts Men Tops Tees Men Wear Clothes Short Sleeve - White+grey+black,"KSh 1,290","KSh 2,580",50%,fashion
Fashion 3PCs Hottest Plus Size Sexy Strappy Panty(Hips 42-48inches),KSh 727,KSh 777,6%,fashion
Biaowang Great Quality Laptop Shoulder Bag/Side Bag,"KSh 1,798","KSh 2,500",28%,fashion
Fashion Ladies Canvas Crossbody Bag Small Sling Bags Mini Bucket Bag Small Shoulder Bags,KSh 602,"KSh 1,084",44%,fashion
Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,KSh 899,"KSh 1,599",44%,fashion
Fashion Men Shoes Sneakers Sport Shoes Running Shoes-Black,KSh 439 - KSh 469,KSh 899,51%,fashion
Adidas Galaxy 6 Women Shoes,"KSh 3,672","KSh 9,180",60%,fashion
Fashion Ladies Chain Simple Necklaces Love Pendant Necklace Silver,KSh 138,KSh 238,42%,fashion
Fashion HOTTEST Sports Bra With Extra Support Work Out Bra,KSh 549,KSh 600,9%,fashion
Fashion Four-piece Set Oversized Bag Backpack Hand Bill Shoulder Bag Pen Bag Stylish Girl Bag Suitable For Primary And Secondary School Students,KSh 620,"KSh 1,000",38%,fashion
Fashion Men Sneakers Casual Fashion Running Shoes-Black,KSh 459 - KSh 479,"KSh 860 - KSh 1,090",57%,fashion
Fashion 6pcs Ladies Seamless Panties- Booty Transformation No Panty Line,"KSh 1,200","KSh 2,000",40%,fashion
Fashion 4Pcs/Set Hollow Lotus Leaf Faux Pearl Charm Braided Bracelet Bangle Jewelry Gift-Black,KSh 176,KSh 352,50%,fashion
Fashion Erotic lingerie sexy lace jumpsuit open pajamas 40-65kg,KSh 411,KSh 822,50%,fashion
SOXY Men Watch Stainless Steel Calendar Quartz Sports,KSh 530,KSh 908,42%,fashion
Fashion 3 In 1 Ladies Handbags PU Leather Tote Bags Women Should Bags,KSh 899,"KSh 1,500",40%,fashion
SIWAR BY Néo Artisanal High-top Military Desert Combat Leather Boot - Blown,"KSh 2,700","KSh 4,500",40%,fashion
Fashion Black Soft Khaki Pants - Slim Fit,"KSh 1,500 - KSh 1,600","KSh 1,950",23%,fashion
Fashion Waist Trainer Slimming Belt Tummy Control Body Shaper WeigthLoss Flat Tummy,KSh 649,"KSh 1,199",46%,fashion
Adidas Runfalcon 3.0 Men Running Shoes,"KSh 4,576","KSh 9,152",50%,fashion
Fashion Women Shoes Fashion Sandals Ladies Shoes High Heels Green Open Shoes Formal Shoe,"KSh 1,199","KSh 2,098",43%,fashion
Fashion Elegant Ladies Long Dress.,"KSh 2,500","KSh 3,400",26%,fashion
Fashion Women Reusable Silicone Bra Pad Nipple Covers Stickers - Skin Color,KSh 212,KSh 424,50%,fashion
Fashion Men's High Quality EVA Platform Height Slippers - Black,"KSh 1,180","KSh 1,370",14%,fashion
Fashion Fashionable Ladies Top Soft Light Fluffy Boots,"KSh 1,800","KSh 3,000",40%,fashion
3 pcs high quality white cotton  men vests,KSh 599,KSh 650,8%,fashion
Fashion 1 Pieces Men Belt + Adjustable Baseball Cap +  Watch,KSh 880,"KSh 1,500",41%,fashion
